# step avg_reward percentage_opt_action
909 1.420915 0.777000
910 1.419532 0.775000
911 1.320531 0.755000
912 1.342624 0.756000
913 1.334221 0.765000
914 1.424722 0.772000
915 1.340332 0.745000
916 1.370978 0.752000
917 1.347930 0.758000
918 1.322717 0.752000
919 1.296039 0.755000
920 1.368941 0.759000
921 1.378691 0.785000
922 1.449548 0.775000
923 1.349300 0.757000
924 1.410395 0.770000
925 1.372154 0.763000
926 1.390944 0.753000
927 1.408306 0.761000
928 1.392176 0.766000
929 1.423198 0.765000
930 1.342776 0.767000
931 1.350151 0.753000
932 1.334863 0.760000
933 1.323668 0.763000
934 1.297137 0.751000
935 1.324024 0.766000
936 1.280713 0.751000
937 1.333056 0.748000
938 1.363878 0.763000
939 1.391368 0.764000
940 1.324443 0.755000
941 1.396343 0.772000
942 1.419444 0.776000
943 1.331222 0.764000
944 1.357925 0.777000
945 1.406919 0.785000
946 1.368402 0.770000
947 1.382955 0.763000
948 1.354115 0.772000
949 1.396581 0.763000
950 1.333296 0.753000
951 1.407769 0.768000
952 1.417458 0.776000
953 1.381001 0.769000
954 1.372439 0.768000
955 1.420459 0.772000
956 1.388173 0.788000
957 1.382710 0.768000
958 1.364868 0.768000
959 1.380515 0.766000
960 1.376122 0.783000
961 1.422064 0.761000
962 1.329671 0.775000
963 1.358159 0.774000
964 1.360834 0.764000
965 1.401555 0.779000
966 1.365429 0.769000
967 1.401351 0.769000
968 1.391091 0.762000
969 1.327702 0.754000
970 1.415380 0.772000
971 1.358171 0.775000
972 1.366042 0.778000
973 1.376774 0.768000
974 1.351008 0.777000
975 1.365513 0.774000
976 1.331057 0.749000
977 1.343683 0.766000
978 1.355981 0.775000
979 1.387340 0.761000
980 1.374353 0.779000
981 1.367924 0.771000
982 1.386404 0.786000
983 1.410044 0.779000
984 1.388215 0.779000
985 1.341965 0.771000
986 1.379408 0.780000
987 1.376706 0.778000
988 1.330987 0.760000
989 1.385149 0.770000
990 1.368073 0.774000
991 1.371969 0.783000
992 1.382461 0.775000
993 1.325499 0.761000
994 1.391673 0.773000
995 1.416848 0.781000
996 1.386261 0.773000
997 1.378012 0.789000
998 1.321699 0.771000
999 1.390715 0.775000
