# step avg_reward percentage_opt_action
972 1.247998 0.749000
973 1.368310 0.775000
974 1.370168 0.771000
975 1.364760 0.768000
976 1.258870 0.760000
977 1.376277 0.760000
978 1.322417 0.761000
979 1.336701 0.766000
980 1.269168 0.750000
981 1.348655 0.777000
982 1.333558 0.768000
983 1.369590 0.760000
984 1.343286 0.774000
985 1.311608 0.762000
986 1.299850 0.763000
987 1.327508 0.765000
988 1.399667 0.770000
989 1.431537 0.787000
990 1.324616 0.756000
991 1.317133 0.766000
992 1.340343 0.753000
993 1.350231 0.769000
994 1.306129 0.763000
995 1.282410 0.763000
996 1.366528 0.766000
997 1.376233 0.781000
998 1.310886 0.769000
999 1.304546 0.773000
