# step avg_reward percentage_opt_action
490 1.220206 0.670000
491 1.283782 0.660000
492 1.283309 0.656000
493 1.264916 0.664000
494 1.283086 0.653000
495 1.310788 0.649000
496 1.303922 0.651000
497 1.248244 0.652000
498 1.366238 0.669000
499 1.248084 0.654000
500 1.318859 0.663000
501 1.281840 0.673000
502 1.252273 0.671000
503 1.259863 0.664000
504 1.289713 0.656000
505 1.301513 0.672000
506 1.290607 0.667000
507 1.295432 0.657000
508 1.295914 0.658000
509 1.261372 0.644000
510 1.245569 0.660000
511 1.278229 0.662000
512 1.320439 0.655000
513 1.282356 0.664000
514 1.250141 0.669000
515 1.272536 0.644000
516 1.313537 0.668000
517 1.235921 0.662000
518 1.310306 0.667000
519 1.223245 0.661000
520 1.263897 0.661000
521 1.195295 0.643000
522 1.233461 0.661000
523 1.301913 0.678000
524 1.251198 0.661000
525 1.262328 0.658000
526 1.284899 0.668000
527 1.273195 0.657000
528 1.223274 0.654000
529 1.272960 0.665000
530 1.281414 0.660000
531 1.228640 0.660000
532 1.276019 0.670000
533 1.316364 0.659000
534 1.242243 0.651000
535 1.255263 0.642000
536 1.278813 0.666000
537 1.336263 0.652000
538 1.228972 0.655000
539 1.263723 0.661000
540 1.316357 0.660000
541 1.290282 0.661000
542 1.223434 0.662000
543 1.323357 0.657000
544 1.203346 0.643000
545 1.308758 0.671000
546 1.218682 0.660000
547 1.254979 0.651000
548 1.310374 0.675000
549 1.277990 0.649000
550 1.241377 0.650000
551 1.340964 0.669000
552 1.260252 0.660000
553 1.271986 0.665000
554 1.315966 0.662000
555 1.241005 0.670000
556 1.232897 0.656000
557 1.304859 0.653000
558 1.337477 0.675000
559 1.279006 0.664000
560 1.243221 0.670000
561 1.268260 0.652000
562 1.287333 0.674000
563 1.279264 0.670000
564 1.289617 0.666000
565 1.234899 0.658000
566 1.310085 0.678000
567 1.307259 0.685000
568 1.277774 0.666000
569 1.280463 0.662000
570 1.258876 0.669000
571 1.310764 0.675000
572 1.313348 0.673000
573 1.321796 0.683000
574 1.324183 0.693000
575 1.270925 0.690000
576 1.288079 0.674000
577 1.277282 0.679000
578 1.242778 0.678000
579 1.287948 0.688000
580 1.319346 0.690000
581 1.330885 0.682000
582 1.305326 0.691000
583 1.266055 0.694000
584 1.278065 0.687000
585 1.187162 0.681000
586 1.274384 0.684000
587 1.316132 0.688000
588 1.322401 0.690000
589 1.327218 0.688000
590 1.284680 0.687000
591 1.332467 0.697000
592 1.325393 0.693000
593 1.255166 0.689000
594 1.239873 0.682000
595 1.327890 0.693000
596 1.310845 0.696000
597 1.318023 0.687000
598 1.228317 0.673000
599 1.278422 0.688000
600 1.314069 0.693000
601 1.286152 0.685000
602 1.314312 0.681000
603 1.295329 0.697000
604 1.302768 0.709000
605 1.299901 0.680000
606 1.288175 0.681000
607 1.307015 0.682000
608 1.263000 0.675000
609 1.273274 0.688000
610 1.260791 0.686000
611 1.290539 0.678000
612 1.223852 0.694000
613 1.340789 0.691000
614 1.310514 0.686000
615 1.305069 0.689000
616 1.328334 0.694000
617 1.299536 0.696000
618 1.308103 0.686000
619 1.325674 0.693000
620 1.330115 0.685000
621 1.244626 0.695000
622 1.325983 0.707000
623 1.376519 0.700000
624 1.297987 0.718000
625 1.245401 0.702000
626 1.287288 0.698000
627 1.308525 0.689000
628 1.340508 0.695000
629 1.204484 0.670000
630 1.259784 0.696000
631 1.337103 0.698000
632 1.282067 0.696000
633 1.279558 0.692000
634 1.251335 0.699000
635 1.316378 0.701000
636 1.252318 0.685000
637 1.343572 0.702000
638 1.234913 0.695000
639 1.261713 0.695000
640 1.249544 0.704000
641 1.265898 0.689000
642 1.379177 0.705000
643 1.253700 0.694000
644 1.253405 0.688000
645 1.296081 0.702000
646 1.327010 0.708000
647 1.306109 0.713000
648 1.300330 0.698000
649 1.261526 0.710000
650 1.285529 0.695000
651 1.239929 0.709000
652 1.372356 0.708000
653 1.307119 0.701000
654 1.264964 0.706000
655 1.281184 0.701000
656 1.294407 0.703000
657 1.304484 0.723000
658 1.279262 0.717000
659 1.308765 0.712000
660 1.294450 0.715000
661 1.328515 0.704000
662 1.298753 0.711000
663 1.319164 0.720000
664 1.424066 0.718000
665 1.282609 0.712000
666 1.315519 0.705000
667 1.278862 0.699000
668 1.307753 0.731000
669 1.295615 0.715000
670 1.304260 0.699000
671 1.328373 0.722000
672 1.305941 0.706000
673 1.365385 0.729000
674 1.291091 0.725000
675 1.396645 0.730000
676 1.318192 0.722000
677 1.334960 0.725000
678 1.351869 0.724000
679 1.292621 0.710000
680 1.316885 0.721000
681 1.289782 0.719000
682 1.317695 0.709000
683 1.286758 0.718000
684 1.265212 0.706000
685 1.306608 0.711000
686 1.254361 0.699000
687 1.306715 0.712000
688 1.339219 0.725000
689 1.295495 0.725000
690 1.269916 0.727000
691 1.360453 0.720000
692 1.325185 0.719000
693 1.267987 0.713000
694 1.371037 0.733000
695 1.311134 0.719000
696 1.306800 0.700000
697 1.393325 0.727000
698 1.315097 0.726000
699 1.300183 0.697000
700 1.364296 0.718000
701 1.292082 0.718000
702 1.306654 0.706000
703 1.349999 0.713000
704 1.347579 0.718000
705 1.334749 0.724000
706 1.280095 0.698000
707 1.325120 0.725000
708 1.306344 0.715000
709 1.295416 0.726000
710 1.382915 0.722000
711 1.341644 0.738000
712 1.296316 0.721000
713 1.223721 0.717000
714 1.298698 0.708000
715 1.322243 0.720000
716 1.300254 0.724000
717 1.390491 0.733000
718 1.313033 0.699000
719 1.315168 0.716000
720 1.339969 0.733000
721 1.290161 0.704000
722 1.262097 0.719000
723 1.351329 0.707000
724 1.285708 0.721000
725 1.326191 0.729000
726 1.232557 0.703000
727 1.300276 0.720000
728 1.339374 0.712000
729 1.287853 0.721000
730 1.360843 0.729000
731 1.326209 0.719000
732 1.352990 0.723000
733 1.267402 0.717000
734 1.339345 0.739000
735 1.284532 0.708000
736 1.278186 0.712000
737 1.297284 0.722000
738 1.289353 0.718000
739 1.269774 0.716000
740 1.328739 0.702000
741 1.306762 0.728000
742 1.326759 0.717000
743 1.370706 0.717000
744 1.312809 0.719000
745 1.347007 0.710000
746 1.366287 0.717000
747 1.348552 0.727000
748 1.379386 0.738000
749 1.299038 0.717000
750 1.261092 0.720000
751 1.275344 0.727000
752 1.288334 0.718000
753 1.383149 0.735000
754 1.362231 0.725000
755 1.251481 0.721000
756 1.278449 0.712000
757 1.355699 0.727000
758 1.352707 0.727000
759 1.372819 0.723000
760 1.314295 0.718000
761 1.360913 0.724000
762 1.365277 0.724000
763 1.289936 0.724000
764 1.340731 0.731000
765 1.273151 0.716000
766 1.377143 0.728000
767 1.378207 0.720000
768 1.318190 0.719000
769 1.357250 0.723000
770 1.310727 0.714000
771 1.365068 0.729000
772 1.313406 0.719000
773 1.329268 0.722000
774 1.348343 0.725000
775 1.301085 0.707000
776 1.303792 0.719000
777 1.297647 0.720000
778 1.264417 0.718000
779 1.296167 0.718000
780 1.293813 0.725000
781 1.327690 0.725000
782 1.317869 0.716000
783 1.324622 0.712000
784 1.305288 0.709000
785 1.282564 0.716000
786 1.223379 0.705000
787 1.268371 0.714000
788 1.297414 0.718000
789 1.311759 0.726000
790 1.353095 0.730000
791 1.299688 0.722000
792 1.290800 0.718000
793 1.350355 0.743000
794 1.326782 0.716000
795 1.322199 0.711000
796 1.321569 0.727000
797 1.303312 0.718000
798 1.315028 0.734000
799 1.256843 0.707000
800 1.329740 0.714000
801 1.337061 0.713000
802 1.283515 0.717000
803 1.313695 0.727000
804 1.291400 0.725000
805 1.350215 0.730000
806 1.341828 0.732000
807 1.372107 0.739000
808 1.287869 0.711000
809 1.345400 0.722000
810 1.341199 0.745000
811 1.374714 0.721000
812 1.337269 0.720000
813 1.316528 0.722000
814 1.290916 0.700000
815 1.254673 0.709000
816 1.265044 0.715000
817 1.325943 0.726000
818 1.376750 0.727000
819 1.343413 0.737000
820 1.243539 0.723000
821 1.364876 0.747000
822 1.347225 0.737000
823 1.293186 0.722000
824 1.329526 0.730000
825 1.271900 0.728000
826 1.338059 0.726000
827 1.329389 0.719000
828 1.310510 0.718000
829 1.341015 0.742000
830 1.325618 0.734000
831 1.403776 0.749000
832 1.315045 0.723000
833 1.269147 0.724000
834 1.338560 0.741000
835 1.273269 0.732000
836 1.365486 0.740000
837 1.305395 0.732000
838 1.368249 0.748000
839 1.360000 0.746000
840 1.318316 0.725000
841 1.322919 0.729000
842 1.290684 0.728000
843 1.278774 0.729000
844 1.385006 0.736000
845 1.309009 0.732000
846 1.300767 0.736000
847 1.306553 0.738000
848 1.238040 0.717000
849 1.333843 0.724000
850 1.368699 0.727000
851 1.321349 0.718000
852 1.304414 0.736000
853 1.296493 0.739000
854 1.376504 0.744000
855 1.294968 0.728000
856 1.352084 0.746000
857 1.311692 0.738000
858 1.310406 0.731000
859 1.285257 0.733000
860 1.329848 0.733000
861 1.233323 0.732000
862 1.366966 0.733000
863 1.340520 0.737000
864 1.295920 0.739000
865 1.321754 0.748000
866 1.316456 0.736000
867 1.299478 0.737000
868 1.366778 0.751000
869 1.316901 0.738000
870 1.370360 0.745000
871 1.276168 0.733000
872 1.408891 0.749000
873 1.321301 0.743000
874 1.321282 0.737000
875 1.373846 0.747000
876 1.323374 0.740000
877 1.370578 0.743000
878 1.375231 0.756000
879 1.360852 0.760000
880 1.368008 0.748000
881 1.338466 0.738000
882 1.288322 0.736000
883 1.398529 0.743000
884 1.365478 0.749000
885 1.367297 0.749000
886 1.302161 0.739000
887 1.370103 0.739000
888 1.341865 0.740000
889 1.343489 0.736000
890 1.359770 0.738000
891 1.374861 0.740000
892 1.368317 0.738000
893 1.311957 0.739000
894 1.325775 0.739000
895 1.346718 0.751000
896 1.302793 0.742000
897 1.380697 0.755000
898 1.319539 0.760000
899 1.354046 0.738000
900 1.297260 0.753000
901 1.380769 0.759000
902 1.356087 0.752000
903 1.365133 0.758000
904 1.329498 0.754000
905 1.346036 0.734000
906 1.257964 0.744000
907 1.410425 0.773000
908 1.258011 0.756000
909 1.320537 0.740000
910 1.343791 0.761000
911 1.365085 0.768000
912 1.317356 0.758000
913 1.335078 0.764000
914 1.332861 0.759000
915 1.338691 0.752000
916 1.313553 0.758000
917 1.304895 0.735000
918 1.417322 0.761000
919 1.314936 0.747000
920 1.374408 0.750000
921 1.334018 0.736000
922 1.317203 0.745000
923 1.364058 0.753000
924 1.342240 0.756000
925 1.272327 0.739000
926 1.362811 0.761000
927 1.340413 0.763000
928 1.346321 0.744000
929 1.335128 0.741000
930 1.313205 0.746000
931 1.321920 0.755000
932 1.248303 0.747000
933 1.397905 0.744000
934 1.339038 0.741000
935 1.297483 0.724000
936 1.358266 0.740000
937 1.397744 0.753000
938 1.326007 0.747000
939 1.412905 0.754000
940 1.296557 0.735000
941 1.314372 0.750000
942 1.355309 0.761000
943 1.342176 0.734000
944 1.264406 0.741000
945 1.341541 0.749000
946 1.398206 0.755000
947 1.274378 0.742000
948 1.280115 0.744000
949 1.387804 0.740000
950 1.282827 0.741000
951 1.363534 0.750000
952 1.407547 0.760000
953 1.235042 0.733000
954 1.343073 0.754000
955 1.406076 0.755000
956 1.345484 0.730000
957 1.399543 0.740000
958 1.317191 0.739000
959 1.411986 0.753000
960 1.321215 0.751000
961 1.344122 0.746000
962 1.306103 0.750000
963 1.394437 0.745000
964 1.368940 0.735000
965 1.333472 0.743000
966 1.335046 0.752000
967 1.317691 0.752000
968 1.368320 0.756000
969 1.323691 0.752000
970 1.341718 0.750000
971 1.321856 0.756000
972 1.370613 0.757000
973 1.325269 0.747000
974 1.335312 0.757000
975 1.389592 0.770000
976 1.359579 0.749000
977 1.326982 0.753000
978 1.392879 0.756000
979 1.375201 0.759000
980 1.294272 0.746000
981 1.345194 0.755000
982 1.351129 0.755000
983 1.373153 0.750000
984 1.351370 0.754000
985 1.373968 0.760000
986 1.293957 0.735000
987 1.376952 0.763000
988 1.326902 0.763000
989 1.309879 0.739000
990 1.374591 0.755000
991 1.335605 0.747000
992 1.300015 0.747000
993 1.286946 0.751000
994 1.352822 0.739000
995 1.363012 0.753000
996 1.272145 0.742000
997 1.351793 0.757000
998 1.360900 0.759000
999 1.376029 0.757000
